census_year,block_id,property_id,base_property_id,building_address,CLUE_small_area,parking_type,parking_spaces,longitude,latitude
2018,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Commercial,1390,144.95834,-37.82316
2009,93,105477,105477,378-392 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,219,144.95805,-37.81091
2018,804,623557,110484,2 Clarendon Street SOUTH WHARF 3006,Southbank,Commercial,1696,144.95232,-37.82543
2018,804,110538,110538,112-168 Normanby Road SOUTH WHARF 3006,Southbank,Commercial,688,144.94994,-37.82681
2018,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Private,200,144.96002,-37.82398
2018,810,110366,110366,157-165 City Road SOUTHBANK 3006,Southbank,Residential,209,144.96268,-37.82425
2018,810,570683,570683,110-120 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,351,144.96206,-37.82548
2018,810,590044,576746,181-187 City Road SOUTHBANK 3006,Southbank,Residential,320,144.96218,-37.82476
2018,810,576748,576748,70-92 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,282,144.96305,-37.82469
2018,811,111372,111372,88-98 Southbank Boulevard SOUTHBANK 3006,Southbank,Residential,203,144.96445,-37.82347
2018,812,110354,110354,57-61 City Road SOUTHBANK 3006,Southbank,Private,144,144.96599,-37.82216
2018,813,110411,110411,2-6 Kavanagh Street SOUTHBANK 3006,Southbank,Commercial,436,144.96736,-37.82197
2009,104,108088,108088,382-406 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,548,144.95868,-37.80943
2009,105,104080,104080,83-93 Franklin Street MELBOURNE 3000,Melbourne (CBD),Residential,144,144.96176,-37.80817
2009,113,110685,108118,391 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,820,144.95695,-37.80762
2009,131,103979,103979,671-701 Flinders Street DOCKLANDS 3005,Docklands,Commercial,699,144.95217,-37.82233
2009,131,103977,111287,633-669 Flinders Street DOCKLANDS 3005,Docklands,Private,354,144.95378,-37.82258
2009,205,104469,104469,114-152 Grattan Street CARLTON 3053,Carlton,Private,460,144.96489,-37.79994
2009,212,102697,102697,473-545 Rathdowne Street CARLTON 3053,Carlton,Residential,345,144.97015,-37.79416
2018,860,102508,102508,191-201 Domain Road SOUTH YARRA 3141,South Yarra,Residential,107,144.98292,-37.83447
2018,863,108616,108616,321-369 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,200,,
2018,869,107776,107776,96-104 Commercial Road SOUTH YARRA 3141,South Yarra,Residential,100,144.98468,-37.84531
2018,870,107775,107775,31-75 Moubray Street MELBOURNE 3004,Melbourne (Remainder),Private,124,144.9834,-37.84762
2018,871,108651,108651,567-581 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,255,144.98323,-37.84921
2009,242,101255,101255,197-235 Bouverie Street CARLTON 3053,Carlton,Private,119,144.96162,-37.80104
2009,245,538825,538825,604-640 Swanston Street CARLTON 3053,Carlton,Residential,352,144.96433,-37.8019
2009,251,107539,107539,15-31 Pelham Street CARLTON 3053,Carlton,Commercial,170,144.96863,-37.80358
2017,607,110002,110002,98-108 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Private,102,144.98678,-37.81619
2009,263,105527,105527,16-32 Leicester Street CARLTON 3053,Carlton,Commercial,454,144.96051,-37.8057
2009,265,559514,559514,470-496 Swanston Street CARLTON 3053,Carlton,Residential,156,144.96354,-37.80558
2017,613,109645,109645,388-410 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Residential,254,144.98484,-37.80996
2017,615,102007,102007,126-158 Clarendon Street EAST MELBOURNE 3002,East Melbourne,Residential,112,144.9841,-37.81228
2009,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,Private,648,144.96118,-37.79678
2009,271,102054,102054,65 College Crescent PARKVILLE 3052,Parkville,Private,130,144.95942,-37.79514
2009,274,107697,107696,Royal Parade CARLTON NORTH 3054,Carlton,Private,140,144.96153,-37.78498
2017,618,109996,109996,1-9 Powlett Street EAST MELBOURNE 3002,East Melbourne,Residential,114,144.98483,-37.81609
2017,621,109655,109655,240-254 Victoria Parade EAST MELBOURNE 3002,East Melbourne,Private,161,144.97998,-37.80919
2017,646,100341,100341,410-418 Albert Street EAST MELBOURNE 3002,East Melbourne,Commercial,324,144.97709,-37.80934
2017,651,111469,111469,33-61 Cathedral Place EAST MELBOURNE 3002,East Melbourne,Private,522,144.97651,-37.81131
2017,655,580629,580629,239-293 Wellington Parade South EAST MELBOURNE 3002,East Melbourne,Residential,116,144.97594,-37.81647
2017,658,110266,110266,120 Brunton Avenue JOLIMONT 3002,East Melbourne,Private,370,144.98319,-37.82001
2017,659,645935,100847,55 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),Commercial,909,144.97904,-37.82134
2017,660,109256,109256,2-100 Olympic Boulevard MELBOURNE 3004,Melbourne (Remainder),Private,347,144.98246,-37.82485
2017,720,108626,108626,409-413 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,126,144.9769,-37.83736
2017,720,108627,108627,415-421 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,384,144.97704,-37.83775
2017,720,108629,108629,427-431 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,126,144.97706,-37.83853
2017,724,108646,108646,519-539 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,470,144.97987,-37.84556
2017,724,108647,108647,541-543 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,128,144.98006,-37.84607
2017,724,108649,108649,549-551 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,250,144.98028,-37.84659
2017,724,108650,108650,553 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Commercial,220,144.98038,-37.84685
2017,724,632373,632373,555-563 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Residential,333,144.98057,-37.84731
2017,729,110347,110347,81-89 Whiteman Street SOUTHBANK 3006,Southbank,Residential,225,144.95603,-37.82697
2017,729,110486,110486,61-67 Whiteman Street SOUTHBANK 3006,Southbank,Residential,345,144.95685,-37.82606
2017,732,110373,110373,269-283 City Road SOUTHBANK 3006,Southbank,Residential,252,144.95903,-37.8273
2017,734,110370,110370,241-243 City Road SOUTHBANK 3006,Southbank,Residential,257,144.96,-37.82651
2017,734,110372,110372,43-47 Clarke Street SOUTHBANK 3006,Southbank,Residential,269,144.95949,-37.82685
2017,736,680222,559332,42 Balston Street SOUTHBANK 3006,Southbank,Residential,109,144.9625,-37.82673
2017,738,110342,110342,120-130 Southbank Boulevard SOUTHBANK 3006,Southbank,Private,132,144.9665,-37.82399
2017,740,559375,559375,135-149 Kings Way SOUTHBANK 3006,Southbank,Private,143,144.96355,-37.82796
2017,743,110451,110451,62-104 Coventry Street SOUTHBANK 3006,Southbank,Residential,112,144.9679,-37.82916
2017,748,110433,110433,6-8 Dorcas Street SOUTHBANK 3006,Southbank,Residential,221,144.97018,-37.82985
2017,749,108657,108657,256-310 St Kilda Road SOUTHBANK 3006,Southbank,Private,300,144.96983,-37.82754
2017,750,569749,108655,250 St Kilda Road SOUTHBANK 3006,Southbank,Residential,473,144.9701,-37.82562
2017,753,110323,110380,1 Southgate Avenue SOUTHBANK 3006,Southbank,Private,100,144.9663,-37.82072
2017,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Commercial,581,144.9663,-37.82072
2017,759,108632,108632,439-445 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,343,144.97768,-37.83949
2017,772,110528,110528,69-79 Lorimer Street DOCKLANDS 3008,Docklands,Private,202,144.94269,-37.82497
2017,772,633674,633674,13-33 Hartley Street DOCKLANDS 3008,Docklands,Private,100,144.94061,-37.82477
2017,774,110860,110860,351-387 Ingles Street PORT MELBOURNE 3207,Port Melbourne,Private,172,144.93339,-37.82323
2017,774,611377,611377,161-189 Turner Street PORT MELBOURNE 3207,Port Melbourne,Private,109,144.93204,-37.82353
2017,775,600456,600456,874-886 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,170,144.93619,-37.82373
2017,776,110532,110532,99-111 Lorimer Street DOCKLANDS 3008,Docklands,Private,241,144.9394,-37.82429
2017,790,110504,110504,344-370 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,150,144.91016,-37.82374
2017,790,570827,570827,294-308 Lorimer Street PORT MELBOURNE 3207,Port Melbourne,Private,220,144.90733,-37.82542
2017,790,597228,597228,11-25 Wirraway Drive PORT MELBOURNE 3207,Port Melbourne,Private,184,144.90991,-37.82554
2017,794,657211,657211,50-90 Kooringa Way PORT MELBOURNE 3207,Port Melbourne,Private,217,144.90388,-37.83578
2017,795,110598,110598,68-80 Webb Dock Drive PORT MELBOURNE 3207,Port Melbourne,Private,168,144.91375,-37.83881
2017,795,110599,110599,106-132 Webb Dock Drive PORT MELBOURNE 3207,Port Melbourne,Private,120,144.90851,-37.83974
2017,802,108045,108045,31-49 Queens Bridge Street SOUTHBANK 3006,Southbank,Residential,440,144.96139,-37.82293
2017,802,613006,613006,28 Freshwater Place SOUTHBANK 3006,Southbank,Commercial,247,144.96229,-37.82267
2017,804,630298,110484,30 Convention Centre Place SOUTH WHARF 3006,Southbank,Private,121,144.95232,-37.82543
2017,804,630299,110484,20 Convention Centre Place SOUTH WHARF 3006,Southbank,Private,296,144.95232,-37.82543
2017,810,590044,576746,181-187 City Road SOUTHBANK 3006,Southbank,Residential,320,144.96218,-37.82476
2017,810,576747,576747,94-108 Kavanagh Street SOUTHBANK 3006,Southbank,Residential,267,144.96254,-37.82513
2017,811,110364,110364,141-155 City Road SOUTHBANK 3006,Southbank,Residential,464,144.96325,-37.82376
2009,376,103811,103811,19-35 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Commercial,144,144.95536,-37.80056
2009,441,102956,102956,177-231 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Commercial,102,144.94856,-37.81022
2017,869,107776,107776,96-104 Commercial Road SOUTH YARRA 3141,South Yarra,Residential,100,144.98468,-37.84531
2017,871,108651,108651,567-581 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,255,144.98323,-37.84921
2017,871,108652,108652,583-597 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Private,100,144.98217,-37.84974
2009,520,107056,102489,94 Ormond Street KENSINGTON 3031,Kensington,Residential,100,144.92728,-37.79744
2017,920,104437,104437,300-328 Grattan Street PARKVILLE 3050,Parkville,Commercial,909,144.95634,-37.79863
2017,920,618951,618951,18-22 Flemington Road PARKVILLE 3050,Parkville,Commercial,958,144.955,-37.79885
2017,931,103908,103908,48-50 Flemington Road PARKVILLE 3052,Parkville,Commercial,2000,144.94952,-37.79363
2017,931,110273,110273,Elliott Avenue PARKVILLE 3052,Parkville,Private,300,144.95163,-37.78462
2017,1004,104052,104052,672-692 Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,100,144.91094,-37.80569
2017,1012,567841,567841,139-169 Laurens Street NORTH MELBOURNE 3051,North Melbourne,Private,205,144.93933,-37.80142
2017,1101,108973,108973,85-161 Spencer Street DOCKLANDS 3008,Docklands,Commercial,154,144.95223,-37.81841
2017,1101,110843,110843,163-261 Spencer Street DOCKLANDS 3008,Docklands,Commercial,583,144.95056,-37.81451
2017,1102,588807,588807,208-226 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,158,144.94517,-37.81319
2017,1102,609314,609314,194-206 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,125,144.94494,-37.81399
2017,1102,611576,611576,1010 La Trobe Street DOCKLANDS 3008,Docklands,Private,103,144.94538,-37.81455
2017,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Commercial,2500,144.94756,-37.81674
2017,1103,573401,573401,700-704 Bourke Street DOCKLANDS 3008,Docklands,Private,147,144.94936,-37.81715
2017,1103,598612,573403,100-108 Harbour Esplanade DOCKLANDS 3008,Docklands,Residential,448,144.94735,-37.81813
2017,1103,589575,589575,150-170 Harbour Esplanade DOCKLANDS 3008,Docklands,Private,144,144.94594,-37.81581
2017,1104,598658,576023,2-24 Waterview Walk DOCKLANDS 3008,Docklands,Commercial,113,144.94799,-37.81938
2017,1105,598590,598590,720-750 Collins Street DOCKLANDS 3008,Docklands,Commercial,430,144.94933,-37.82
2017,1108,573414,573414,788-812 Bourke Street DOCKLANDS 3008,Docklands,Private,362,144.94508,-37.81885
2017,1108,623574,623574,2-14 Waterside Place DOCKLANDS 3008,Docklands,Residential,335,144.94218,-37.81981
2017,1109,560001,560001,16-32 Rakaia Way DOCKLANDS 3008,Docklands,Residential,250,144.94124,-37.8146
2017,1109,573206,560004,5 Caravel Lane DOCKLANDS 3008,Docklands,Residential,150,144.94217,-37.81436
2017,1109,573207,560004,15 Caravel Lane DOCKLANDS 3008,Docklands,Residential,150,144.94217,-37.81436
2017,1109,573327,573327,37-43 Caravel Lane DOCKLANDS 3008,Docklands,Residential,250,144.94067,-37.81492
2017,1109,601815,601815,397-407 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,387,144.94021,-37.81429
2017,1110,620308,593737,432-446 Docklands Drive DOCKLANDS 3008,Docklands,Residential,163,144.93793,-37.81317
2017,1110,618853,618853,396-416 Docklands Drive DOCKLANDS 3008,Docklands,Commercial,238,144.94005,-37.81333
2017,1111,102179,102179,25 Enterprize Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,117,144.93041,-37.81478
2017,2381,617604,619509,179 Boundary Road NORTH MELBOURNE 3051,North Melbourne,Residential,144,144.93937,-37.78887
2017,2383,616843,616843,87-105 Racecourse Road NORTH MELBOURNE 3051,North Melbourne,Private,226,144.93888,-37.78982
2017,2386,616163,616161,12 Sutton Street NORTH MELBOURNE 3051,North Melbourne,Residential,199,144.94095,-37.79163
2018,1,611394,611394,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,146,144.95651,-37.82098
2018,1,611394,611394,545-557 Flinders Street MELBOURNE 3000,Melbourne (CBD),Residential,202,144.95651,-37.82098
2018,6,578328,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Commercial,450,144.96994,-37.81778
2018,12,103997,103997,472-482 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,330,144.95827,-37.81973
2018,12,103999,103999,1-13 William Street MELBOURNE 3000,Melbourne (CBD),Private,107,144.95951,-37.81943
2018,13,104002,104002,376-388 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,315,144.96155,-37.81884
2018,14,104007,104007,300-316 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,574,144.964,-37.81806
2018,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,200,144.97173,-37.81546
2018,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Private,131,144.97173,-37.81546
2018,18,111072,111072,32-44 Flinders Street MELBOURNE 3000,Melbourne (CBD),Commercial,532,144.97319,-37.81539
2018,21,103960,103960,522-552 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,1001,144.95592,-37.81943
2018,26,102073,102073,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,350,144.96876,-37.81545
2018,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,620,144.96981,-37.81512
2018,28,103969,103969,12-20 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Commercial,126,144.97357,-37.81424
2018,32,102115,102115,522-534 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,350,144.95681,-37.8177
2018,34,102133,102133,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Private,130,144.96217,-37.81617
2018,37,102155,102155,106-120 Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,327,144.96932,-37.814
2018,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,213,144.96292,-37.81493
2018,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,109,144.96715,-37.8139
2018,48,105969,105969,34-60 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Commercial,932,144.97196,-37.81237
2018,51,101170,101170,624-634 Bourke Street MELBOURNE 3000,Melbourne (CBD),Private,125,144.9548,-37.81597
2018,57,101219,101219,100-116 Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,418,144.96976,-37.81173
2018,61,641556,105718,220 Spencer Street MELBOURNE 3000,Melbourne (CBD),Residential,308,144.95361,-37.81542
2018,61,642253,105718,1-19 Rose Lane MELBOURNE 3000,Melbourne (CBD),Private,100,144.95361,-37.81542
2018,62,105862,105862,542-546 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Commercial,373,144.9564,-37.8148
2018,64,108102,108102,200-222 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,427,144.96047,-37.81346
2018,65,103312,103312,222-260 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Commercial,205,144.96289,-37.8127
2018,67,108582,108582,210-222 Russell Street MELBOURNE 3000,Melbourne (CBD),Commercial,445,144.96796,-37.81134
2018,71,106028,106028,593-611 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,324,144.95383,-37.81381
2018,76,587670,105749,180 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,132,144.96573,-37.81068
2018,76,587736,105749,22-24 Jane Bell Lane MELBOURNE 3000,Melbourne (CBD),Residential,114,144.96573,-37.81068
2018,77,103607,103607,265-273 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Residential,330,144.96883,-37.80968
2018,78,110713,580090,2 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Private,185,144.97141,-37.80904
2018,81,106029,106029,536-548 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Residential,135,144.95324,-37.8136
2018,82,105460,105460,479-495 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,208,144.95492,-37.81271
2018,83,105457,105457,371-389 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,447,144.95814,-37.81164
2018,84,105446,105446,279-289 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Residential,118,144.96086,-37.81074
2009,571,103389,103389,276-318 Epsom Road FLEMINGTON 3032,Kensington,Private,2000,144.91158,-37.78218
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Private,160,144.96284,-37.8109
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,722,144.96284,-37.8109
2018,87,108566,108566,302-324 Russell Street MELBOURNE 3000,Melbourne (CBD),Residential,145,144.96681,-37.8093
2018,93,573454,565462,28 Wills Street MELBOURNE 3000,Melbourne (CBD),Residential,172,144.95723,-37.81068
2018,94,105484,105484,296-310 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Commercial,531,144.96037,-37.80998
2018,97,103615,103615,333-351 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Commercial,742,144.96806,-37.8078
2018,103,621414,621414,218-236 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Residential,232,144.9566,-37.81017
2018,104,108088,108088,382-406 Queen Street MELBOURNE 3000,Melbourne (CBD),Commercial,548,144.95868,-37.80943
2018,115,103293,103293,496-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Residential,156,144.96035,-37.8072
2018,115,104101,104101,58-64 Franklin Street MELBOURNE 3000,Melbourne (CBD),Residential,109,144.96082,-37.80742
2018,115,604779,587480,8 Franklin Street MELBOURNE 3000,Melbourne (CBD),Private,582,144.96209,-37.80729
2018,115,624495,624495,23-39 Therry Street MELBOURNE 3000,Melbourne (CBD),Private,157,144.96103,-37.8071
2018,131,103979,103979,671-701 Flinders Street DOCKLANDS 3008,Docklands,Commercial,736,144.95217,-37.82233
2018,205,642282,642282,265-281 Faraday Street CARLTON 3053,Carlton,Private,460,144.96533,-37.7989
